,loop,date,time,spd,lat,lon,mx,my,mz,mdir,th_des,th_err,dist,st,st_fin,col,waypoint
1702,1702,12.7.2023, 012:23:46.00,4.67,37.439606,24.94558,-38.78,-10.91,61.64,254.29,258.48,4.19,21.0,90,90,0,1
1704,1704,12.7.2023, 012:23:47.00,4.43,37.439602,24.945566,-41.22,-14.56,55.76,250.54,258.87,8.33,19.67,90,90,0,1
1708,1708,12.7.2023, 012:23:48.00,4.85,37.439598,24.945553,-42.44,-13.34,56.93,252.55,259.97,7.42,18.56,90,90,0,1
1712,1712,12.7.2023, 012:23:49.00,4.52,37.43959,24.945539,-41.22,-15.78,56.93,249.05,261.76,12.71,17.24,96,96,0,1
1716,1716,12.7.2023, 012:23:50.00,4.61,37.439587,24.945526,-43.66,-13.34,56.93,253.0,263.16,10.16,15.99,96,96,0,1
1720,1720,12.7.2023, 012:23:51.00,4.57,37.439583,24.945513,-41.22,-10.91,59.29,255.18,264.81,9.63,14.75,90,90,0,1
1723,1723,12.7.2023, 012:23:52.00,4.57,37.439579,24.945499,-40.0,-9.69,59.29,256.39,262.74,6.36,13.5,90,90,0,1
1725,1725,12.7.2023, 012:23:53.00,4.59,37.439575,24.945486,-41.22,-13.34,56.93,252.06,265.61,13.55,12.41,96,96,0,1
1729,1729,12.7.2023, 012:23:54.00,4.39,37.439571,24.945473,-41.22,-9.69,60.46,256.77,267.08,10.3,11.18,96,96,0,1
1733,1733,12.7.2023, 012:23:55.00,4.63,37.439568,24.945459,-47.31,-6.03,55.76,262.74,270.0,7.26,9.95,90,90,0,1
1737,1737,12.7.2023, 012:23:56.00,4.54,37.439564,24.945444,-42.44,-7.25,60.46,260.31,272.53,12.23,8.6,96,96,0,1
1741,1741,12.7.2023, 012:23:57.00,4.52,37.43956,24.945431,-43.66,-3.59,60.46,265.29,278.77,13.47,7.43,96,96,0,1
1744,1744,12.7.2023, 012:23:58.00,4.54,37.43956,24.945417,-40.0,-3.59,59.29,264.87,280.44,15.58,6.23,96,96,0,1
1746,1746,12.7.2023, 012:23:59.00,4.44,37.439556,24.945404,-43.66,-2.38,58.11,266.89,288.96,22.07,5.1,102,102,0,1
1750,1750,12.7.2023, 012:24:00.00,4.43,37.439552,24.945389,-48.53,4.94,58.11,275.81,296.74,20.93,4.06,102,102,0,1
1754,1754,12.7.2023, 012:24:01.00,3.46,37.439552,24.945377,-42.44,15.91,60.46,290.55,304.98,14.43,3.11,96,96,0,1
1758,1758,12.7.2023, 012:24:02.00,3.61,37.439556,24.945366,-38.78,22.0,60.46,299.57,315.86,16.29,2.01,102,102,0,0
1761,1761,12.7.2023, 012:24:05.00,3.17,37.439564,24.945332,-27.81,26.88,63.99,314.02,74.66,120.65,38.67,150,150,0,0
1765,1765,12.7.2023, 012:24:06.00,2.11,37.439564,24.945324,-9.53,43.94,60.46,347.76,75.16,87.4,39.25,150,150,0,0
1767,1767,12.7.2023, 012:24:07.00,1.76,37.439568,24.94532,18.5,40.28,65.16,24.67,76.13,51.46,39.6,132,132,0,0
1771,1771,12.7.2023, 012:24:08.00,2.11,37.439571,24.945322,35.56,26.88,62.81,52.92,76.61,23.69,39.28,108,108,0,0
1775,1775,12.7.2023, 012:24:09.00,3.26,37.439575,24.94533,40.44,11.03,61.64,74.74,77.45,2.71,38.46,90,90,0,0
1779,1779,12.7.2023, 012:24:10.00,3.98,37.439579,24.945343,42.88,7.38,62.81,80.24,77.91,-2.33,37.2,90,90,0,0
1783,1783,12.7.2023, 012:24:11.00,4.39,37.439575,24.945356,42.88,6.16,60.46,81.83,76.62,-5.21,36.11,90,90,0,0
1787,1787,12.7.2023, 012:24:12.00,4.32,37.439575,24.94537,41.66,2.5,62.81,86.57,75.92,-10.64,35.08,84,84,0,0
1789,1789,12.7.2023, 012:24:13.00,4.22,37.439575,24.945383,42.88,6.16,60.46,81.83,75.74,-6.09,33.91,90,90,0,0
1793,1793,12.7.2023, 012:24:14.00,4.48,37.439571,24.945396,44.09,0.06,60.46,89.92,73.94,-15.98,32.84,78,78,0,0
1797,1797,12.7.2023, 012:24:15.00,4.11,37.439571,24.94541,41.66,1.28,61.64,88.24,73.01,-15.23,31.68,78,78,0,0
1801,1801,12.7.2023, 012:24:16.00,4.15,37.439568,24.945421,44.09,4.94,58.11,83.61,72.1,-11.51,30.89,84,84,0,0
1805,1805,12.7.2023, 012:24:17.00,4.44,37.439564,24.945435,40.44,3.72,65.16,84.75,70.45,-14.29,30.01,84,84,0,0
1808,1808,12.7.2023, 012:24:18.00,3.91,37.43956,24.945448,41.66,4.94,61.64,83.24,68.95,-14.29,29.01,84,84,0,0
1810,1810,12.7.2023, 012:24:19.00,4.2,37.439556,24.945459,42.88,4.94,61.64,83.43,67.46,-15.97,28.16,78,78,0,0
1814,1814,12.7.2023, 012:24:20.00,4.35,37.439556,24.945473,44.09,11.03,60.46,75.95,66.49,-9.47,27.05,84,84,0,0
1818,1818,12.7.2023, 012:24:21.00,4.22,37.439552,24.945486,44.09,6.16,59.29,82.05,64.3,-17.75,26.11,78,78,0,0
1822,1822,12.7.2023, 012:24:22.00,4.33,37.439552,24.945501,39.22,12.25,61.64,72.65,63.11,-9.55,25.02,84,84,0,0
1826,1826,12.7.2023, 012:24:23.00,4.19,37.439548,24.945515,42.88,9.81,61.64,77.11,61.81,-15.3,24.12,78,78,0,0
1830,1830,12.7.2023, 012:24:24.00,4.13,37.439548,24.945528,41.66,13.47,59.29,72.08,60.4,-11.69,23.06,84,84,0,0
1832,1832,12.7.2023, 012:24:25.00,4.32,37.439548,24.945541,40.44,11.03,61.64,74.74,58.85,-15.9,22.02,78,78,0,0
1836,1836,12.7.2023, 012:24:26.00,4.17,37.439548,24.945555,40.44,15.91,62.81,68.53,56.71,-11.82,21.0,84,84,0,0
1840,1840,12.7.2023, 012:24:27.00,4.3,37.439548,24.94557,41.66,18.34,65.16,66.23,55.02,-11.21,19.87,84,84,0,0
1844,1844,12.7.2023, 012:24:28.00,4.09,37.439548,24.945583,40.44,17.13,62.81,67.05,53.2,-13.85,19.02,78,78,0,0
1848,1848,12.7.2023, 012:24:29.00,4.17,37.439548,24.945597,42.88,19.56,59.29,65.47,50.9,-14.57,18.07,78,78,0,0
1851,1851,12.7.2023, 012:24:30.00,4.26,37.439552,24.94561,40.44,22.0,62.81,61.45,48.36,-13.09,16.9,78,78,0,0
1853,1853,12.7.2023, 012:24:31.00,3.89,37.439552,24.945621,39.22,25.66,60.46,56.81,45.43,-11.37,16.11,84,84,0,0
1857,1857,12.7.2023, 012:24:32.00,4.15,37.439552,24.945635,34.34,28.09,63.99,50.72,42.34,-8.38,15.25,84,84,0,0
1862,1862,12.7.2023, 012:24:33.00,4.32,37.439556,24.945646,39.22,30.53,62.81,52.1,41.72,-10.38,14.36,84,84,0,0
1866,1866,12.7.2023, 012:24:34.00,3.96,37.43956,24.94566,36.78,34.19,60.46,47.09,38.45,-8.64,13.28,84,84,0,0
1870,1870,12.7.2023, 012:24:35.00,4.06,37.439568,24.945671,30.69,34.19,63.99,41.91,37.89,-4.02,12.03,90,90,0,0
1873,1873,12.7.2023, 012:24:36.00,4.22,37.439571,24.945681,31.91,34.19,62.81,43.02,36.05,-6.98,10.97,84,84,0,0
1875,1875,12.7.2023, 012:24:37.00,4.19,37.439579,24.945692,30.69,31.75,63.99,44.03,35.62,-8.4,9.73,84,84,0,0
1879,1879,12.7.2023, 012:24:38.00,4.2,37.439583,24.945704,30.69,34.19,61.64,41.91,30.16,-11.76,8.84,84,84,0,0
1883,1883,12.7.2023, 012:24:39.00,4.11,37.43959,24.945715,31.91,36.63,59.29,41.06,26.27,-14.79,7.66,78,78,0,0
1887,1887,12.7.2023, 012:24:40.00,4.04,37.439594,24.945724,25.81,40.28,61.64,32.65,22.21,-10.44,7.0,84,84,0,0
1891,1891,12.7.2023, 012:24:41.00,4.11,37.439602,24.945736,24.59,39.06,61.64,32.19,15.73,-16.46,5.93,78,78,0,0
1894,1894,12.7.2023, 012:24:42.00,4.02,37.439606,24.945745,20.94,42.72,63.99,26.11,10.01,-16.1,5.02,78,78,0,0
1896,1896,12.7.2023, 012:24:43.00,3.96,37.439613,24.945753,11.19,46.38,60.46,13.56,1.98,-11.59,4.18,78,78,0,0
1900,1900,12.7.2023, 012:24:44.00,4.07,37.439625,24.945759,11.19,47.59,59.29,13.23,354.66,-18.56,3.05,72,72,0,0
1904,1904,12.7.2023, 012:24:45.00,3.83,37.439632,24.945763,-1.0,50.03,61.64,358.85,343.9,-14.96,2.36,78,78,0,0
1908,1908,12.7.2023, 012:24:46.00,3.69,37.439644,24.945766,-4.66,47.59,60.46,354.41,317.19,-37.22,1.3,60,60,0,1
1912,1912,12.7.2023, 012:24:49.00,2.83,37.439671,24.945763,-37.56,34.19,56.93,312.31,252.46,-59.85,38.48,36,36,0,1
1915,1915,12.7.2023, 012:24:50.00,2.37,37.439674,24.945757,-44.88,4.94,56.93,276.28,251.98,-24.3,38.17,66,66,0,1
1917,1917,12.7.2023, 012:24:51.00,3.19,37.439674,24.945747,-40.0,-15.78,54.58,248.47,251.34,2.87,37.45,90,90,0,1
1921,1921,12.7.2023, 012:24:52.00,4.06,37.439671,24.945736,-35.13,-19.44,58.11,241.04,251.66,10.62,36.33,90,90,0,1
1925,1925,12.7.2023, 012:24:53.00,4.3,37.439667,24.945724,-37.56,-20.66,56.93,241.19,251.71,10.52,35.09,90,90,0,1
1929,1929,12.7.2023, 012:24:54.00,4.54,37.439659,24.945713,-38.78,-24.31,55.76,237.92,252.98,15.07,33.85,96,96,0,1
1932,1932,12.7.2023, 012:24:55.00,4.5,37.439651,24.9457,-38.78,-17.0,59.29,246.33,253.08,6.75,32.62,90,90,0,1
1936,1936,12.7.2023, 012:24:56.00,4.41,37.439648,24.945688,-38.78,-19.44,55.76,243.38,253.51,10.13,31.5,90,90,0,1
1938,1938,12.7.2023, 012:24:57.00,4.5,37.43964,24.945675,-38.78,-18.22,60.46,244.84,254.25,9.41,30.13,90,90,0,1
1942,1942,12.7.2023, 012:24:58.00,4.46,37.439636,24.945663,-40.0,-18.22,61.64,245.51,254.04,8.53,29.01,90,90,0,1
1946,1946,12.7.2023, 012:24:59.00,4.48,37.439629,24.94565,-38.78,-17.0,55.76,246.33,256.09,9.76,27.69,90,90,0,1
1950,1950,12.7.2023, 012:25:00.00,4.52,37.439625,24.945639,-40.0,-13.34,58.11,251.55,256.34,4.79,26.58,90,90,0,1
1954,1954,12.7.2023, 012:25:01.00,4.57,37.439621,24.945625,-40.0,-17.0,59.29,246.97,257.37,10.4,25.31,96,96,0,1
1957,1957,12.7.2023, 012:25:02.00,4.37,37.439613,24.945612,-41.22,-15.78,55.76,249.05,257.63,8.58,23.96,90,90,0,1
1959,1959,12.7.2023, 012:25:03.00,4.54,37.43961,24.945599,-42.44,-13.34,58.11,252.55,257.44,4.9,22.7,90,90,0,1
1963,1963,12.7.2023, 012:25:04.00,4.52,37.439606,24.945587,-37.56,-10.91,56.93,253.81,258.88,5.07,21.74,90,90,0,1
1966,1966,12.7.2023, 012:25:05.00,4.57,37.439602,24.945574,-38.78,-15.78,58.11,247.86,259.28,11.42,20.41,96,96,0,1
1970,1970,12.7.2023, 012:25:06.00,4.44,37.439594,24.94556,-40.0,-10.91,59.29,254.75,260.84,6.09,19.09,90,90,0,1
1974,1974,12.7.2023, 012:25:07.00,4.57,37.43959,24.945547,-42.44,-13.34,56.93,252.55,262.64,10.09,17.84,96,96,0,1
1978,1978,12.7.2023, 012:25:08.00,4.35,37.439587,24.945534,-43.66,-10.91,56.93,255.97,263.41,7.44,16.59,90,90,0,1
1980,1980,12.7.2023, 012:25:09.00,4.61,37.439583,24.94552,-40.0,-14.56,59.29,250.0,264.36,14.36,15.49,96,96,0,1
1984,1984,12.7.2023, 012:25:10.00,4.57,37.439575,24.945507,-43.66,-12.13,53.41,254.48,266.17,11.69,14.22,96,96,0,1
1988,1988,12.7.2023, 012:25:11.00,4.54,37.439571,24.945494,-38.78,-10.91,58.11,254.29,267.48,13.19,12.99,96,96,0,1
1992,1992,12.7.2023, 012:25:12.00,4.61,37.439568,24.94548,-44.88,-7.25,55.76,260.82,270.93,10.1,11.76,96,96,0,1
1996,1996,12.7.2023, 012:25:13.00,4.57,37.439564,24.945467,-37.56,-7.25,58.11,259.08,273.09,14.01,10.56,96,96,0,1
1999,1999,12.7.2023, 012:25:14.00,4.5,37.439564,24.945454,-41.22,-6.03,61.64,261.68,272.29,10.61,9.51,96,96,0,1
2001,2001,12.7.2023, 012:25:15.00,4.39,37.43956,24.94544,-37.56,-2.38,62.81,266.38,279.11,12.72,8.33,96,96,0,1
2005,2005,12.7.2023, 012:25:16.00,4.59,37.439556,24.945427,-48.53,-1.16,55.76,268.64,282.1,13.46,7.18,96,96,0,1
2009,2009,12.7.2023, 012:25:17.00,4.44,37.439556,24.945414,-44.88,-1.16,59.29,268.52,284.49,15.96,5.99,102,102,0,1
2013,2013,12.7.2023, 012:25:18.00,4.37,37.439552,24.9454,-43.66,7.38,59.29,279.59,292.11,12.52,4.91,96,96,0,1
2018,2018,12.7.2023, 012:25:19.00,3.46,37.439556,24.945389,-42.44,14.69,59.29,289.09,291.95,2.86,3.94,90,90,0,1
2022,2022,12.7.2023, 012:25:20.00,3.52,37.439556,24.945377,-38.78,19.56,60.46,296.77,299.24,2.47,2.94,90,90,0,1
2026,2026,12.7.2023, 012:25:21.00,3.96,37.43956,24.945366,-43.66,13.47,59.29,287.15,308.71,21.57,1.82,108,108,0,0
2030,2030,12.7.2023, 012:25:24.00,3.15,37.439571,24.945332,-26.59,36.63,63.99,324.02,76.03,112.01,38.39,150,150,0,0
2033,2033,12.7.2023, 012:25:25.00,2.28,37.439571,24.945324,1.44,42.72,63.99,1.93,76.51,74.58,38.98,150,150,0,0
2037,2037,12.7.2023, 012:25:26.00,1.65,37.439575,24.945322,30.69,35.41,63.99,40.92,77.69,36.78,39.19,120,120,0,0
2041,2041,12.7.2023, 012:25:27.00,2.61,37.439583,24.945326,38.0,23.22,63.99,58.57,78.37,19.8,38.59,108,108,0,0
2043,2043,12.7.2023, 012:25:28.00,3.43,37.439583,24.945335,42.88,9.81,60.46,77.11,77.86,0.76,37.86,90,90,0,0
2047,2047,12.7.2023, 012:25:29.00,4.15,37.439587,24.945347,44.09,7.38,59.29,80.5,77.81,-2.7,36.75,90,90,0,0
2051,2051,12.7.2023, 012:25:30.00,4.07,37.439583,24.94536,44.09,0.06,60.46,89.92,77.4,-12.52,35.64,84,84,0,0
2055,2055,12.7.2023, 012:25:31.00,4.13,37.439583,24.945374,45.31,6.16,59.29,82.26,76.66,-5.61,34.47,90,90,0,0
2059,2059,12.7.2023, 012:25:32.00,4.56,37.439579,24.945387,45.31,1.28,60.46,88.38,76.56,-11.83,33.53,84,84,0,0
2063,2063,12.7.2023, 012:25:33.00,4.13,37.439579,24.9454,45.31,0.06,55.76,89.92,76.06,-13.86,32.36,84,84,0,0
2065,2065,12.7.2023, 012:25:34.00,4.2,37.439575,24.945412,44.09,0.06,60.46,89.92,74.25,-15.67,31.43,84,84,0,0
2069,2069,12.7.2023, 012:25:35.00,4.43,37.439571,24.945425,42.88,-2.38,60.46,93.17,72.61,-20.56,30.38,78,78,0,0
2073,2073,12.7.2023, 012:25:36.00,4.19,37.439568,24.945438,42.88,2.5,60.46,86.66,71.2,-15.46,29.46,78,78,0,0
2077,2077,12.7.2023, 012:25:37.00,4.22,37.439564,24.94545,44.09,2.5,59.29,86.76,69.55,-17.21,28.73,78,78,0,0
2081,2081,12.7.2023, 012:25:38.00,4.43,37.43956,24.945463,41.66,3.72,62.81,84.9,67.95,-16.95,27.74,78,78,0,0
2084,2084,12.7.2023, 012:25:39.00,4.06,37.439556,24.945477,42.88,6.16,56.93,81.83,65.86,-15.97,26.78,78,78,0,0
2086,2086,12.7.2023, 012:25:40.00,4.33,37.439556,24.94549,39.22,7.38,63.99,79.35,64.77,-14.58,25.67,84,84,0,0
2090,2090,12.7.2023, 012:25:41.00,4.32,37.439552,24.945503,41.66,9.81,60.46,76.75,62.79,-13.95,24.75,84,84,0,0
2094,2094,12.7.2023, 012:25:42.00,4.22,37.439552,24.945517,44.09,8.59,60.46,78.97,61.24,-17.73,23.81,78,78,0,0
2098,2098,12.7.2023, 012:25:43.00,4.26,37.439548,24.94553,41.66,12.25,60.46,73.61,60.21,-13.4,22.93,84,84,0,0
2102,2102,12.7.2023, 012:25:44.00,4.3,37.439548,24.945543,41.66,12.25,60.46,73.61,58.64,-14.97,21.89,78,78,0,0
2106,2106,12.7.2023, 012:25:45.00,4.2,37.439548,24.945559,40.44,14.69,62.81,70.04,56.69,-13.35,20.74,84,84,0,0
2108,2108,12.7.2023, 012:25:46.00,4.22,37.439548,24.945572,40.44,17.13,63.99,67.05,54.77,-12.28,19.75,84,84,0,0
2112,2112,12.7.2023, 012:25:47.00,4.2,37.439548,24.945585,44.09,20.78,61.64,64.77,52.19,-12.58,18.78,84,84,0,0
2116,2116,12.7.2023, 012:25:48.00,3.98,37.439548,24.945599,41.66,19.56,61.64,64.84,50.6,-14.24,17.95,78,78,0,0
2120,2120,12.7.2023, 012:25:49.00,4.0,37.439552,24.94561,41.66,22.0,59.29,62.16,48.36,-13.8,16.9,78,78,0,0
2124,2124,12.7.2023, 012:25:50.00,4.2,37.439552,24.945623,41.66,24.44,62.81,59.6,45.06,-14.54,16.0,78,78,0,0
2127,2127,12.7.2023, 012:25:51.00,4.04,37.439556,24.945637,40.44,22.0,62.81,61.45,43.37,-18.08,14.87,78,78,0,0
2129,2129,12.7.2023, 012:25:52.00,3.98,37.439556,24.945648,38.0,25.66,62.81,55.97,41.27,-14.7,14.26,78,78,0,0
2133,2133,12.7.2023, 012:25:53.00,4.15,37.43956,24.945662,36.78,26.88,62.81,53.85,37.95,-15.9,13.19,78,78,0,0
2136,2136,12.7.2023, 012:25:54.00,3.98,37.439564,24.945675,35.56,31.75,59.29,48.24,35.15,-13.09,12.15,78,78,0,0
2140,2140,12.7.2023, 012:25:55.00,4.02,37.439568,24.945686,33.13,31.75,61.64,46.21,32.42,-13.79,11.25,78,78,0,0
2144,2144,12.7.2023, 012:25:56.00,4.06,37.439571,24.945698,31.91,32.97,62.81,44.06,28.13,-15.93,10.05,78,78,0,0
2148,2148,12.7.2023, 012:25:57.00,4.11,37.439575,24.945709,31.91,36.63,62.81,41.06,25.98,-15.08,9.29,78,78,0,0
2150,2150,12.7.2023, 012:25:58.00,4.04,37.439583,24.945721,31.91,37.84,62.81,40.13,21.17,-18.96,8.17,72,72,0,0
2154,2154,12.7.2023, 012:25:59.00,3.93,37.439587,24.94573,22.16,42.72,60.46,27.41,15.17,-12.24,7.52,78,78,0,0
2158,2158,12.7.2023, 012:26:00.00,4.15,37.439594,24.94574,19.72,46.38,61.64,23.04,11.23,-11.81,6.6,78,78,0,0
2162,2162,12.7.2023, 012:26:01.00,4.02,37.439602,24.945747,17.28,47.59,61.64,19.96,6.04,-13.91,5.73,78,78,0,0
2166,2166,12.7.2023, 012:26:02.00,3.94,37.43961,24.945755,9.97,47.59,61.64,11.83,0.0,-11.83,4.56,78,78,0,0
2170,2170,12.7.2023, 012:26:03.00,4.19,37.439621,24.945759,7.53,45.16,62.81,9.47,355.46,-14.01,3.43,78,78,0,0
2172,2172,12.7.2023, 012:26:04.00,3.96,37.439629,24.945763,-1.0,48.81,61.64,358.83,348.05,-10.78,2.73,84,84,0,0
2176,2176,12.7.2023, 012:26:05.00,3.89,37.43964,24.945765,-5.88,48.81,60.46,353.14,325.76,-27.37,1.45,66,66,0,1
2181,2181,12.7.2023, 012:26:08.00,3.07,37.439667,24.945761,-31.47,35.41,59.29,318.37,252.93,-65.44,38.11,30,30,0,1
2185,2185,12.7.2023, 012:26:09.00,2.28,37.439674,24.945755,-41.22,7.38,55.76,280.14,251.91,-28.24,38.02,66,66,0,1
2189,2189,12.7.2023, 012:26:10.00,3.2,37.439674,24.945747,-46.09,-9.69,56.93,258.13,251.34,-6.79,37.45,84,84,0,1
2193,2193,12.7.2023, 012:26:11.00,3.94,37.439671,24.945736,-41.22,-17.0,58.11,247.59,251.66,4.08,36.33,90,90,0,1
2197,2197,12.7.2023, 012:26:12.00,4.41,37.439667,24.945723,-41.22,-18.22,55.76,246.15,251.34,5.18,34.95,90,90,0,1
2201,2201,12.7.2023, 012:26:13.00,4.44,37.439663,24.945709,-41.22,-19.44,55.76,244.75,251.6,6.85,33.68,90,90,0,1
2204,2204,12.7.2023, 012:26:14.00,4.52,37.439655,24.945698,-38.78,-23.09,56.93,239.23,252.68,13.46,32.59,96,96,0,1
2208,2208,12.7.2023, 012:26:15.00,4.41,37.439651,24.945684,-37.56,-19.44,59.29,242.64,252.36,9.72,31.32,90,90,0,1
2212,2212,12.7.2023, 012:26:16.00,4.52,37.439644,24.945671,-41.22,-19.44,56.93,244.75,253.39,8.64,29.95,90,90,0,1
2214,2214,12.7.2023, 012:26:17.00,4.54,37.43964,24.94566,-37.56,-18.22,58.11,244.13,253.88,9.75,28.83,90,90,0,1
2218,2218,12.7.2023, 012:26:18.00,4.56,37.439632,24.945646,-42.44,-14.56,54.58,251.06,254.7,3.64,27.35,90,90,0,1
2222,2222,12.7.2023, 012:26:19.00,4.61,37.439629,24.945633,-41.22,-13.34,58.11,252.06,255.3,3.24,26.23,90,90,0,1
2226,2226,12.7.2023, 012:26:20.00,4.46,37.439621,24.94562,-41.22,-14.56,56.93,250.54,256.71,6.17,24.87,90,90,0,1
2230,2230,12.7.2023, 012:26:21.00,4.61,37.439617,24.945608,-38.78,-15.78,58.11,247.86,256.57,8.72,23.76,90,90,0,1
2233,2233,12.7.2023, 012:26:22.00,4.56,37.43961,24.945595,-42.44,-17.0,55.76,248.17,257.27,9.1,22.41,90,90,0,1
2235,2235,12.7.2023, 012:26:23.00,4.32,37.439606,24.945581,-38.78,-18.22,55.76,244.84,259.07,14.24,21.15,96,96,0,1
2239,2239,12.7.2023, 012:26:24.00,4.56,37.439602,24.94557,-38.78,-17.0,56.93,246.33,259.12,12.79,20.11,96,96,0,1
2243,2243,12.7.2023, 012:26:25.00,4.48,37.439594,24.945557,-42.44,-17.0,58.11,248.17,260.7,12.53,18.79,96,96,0,1
2247,2247,12.7.2023, 012:26:26.00,4.37,37.43959,24.945543,-40.0,-13.34,59.29,251.55,261.9,10.35,17.54,96,96,0,1
2251,2251,12.7.2023, 012:26:27.00,4.48,37.439587,24.94553,-43.66,-10.91,58.11,255.97,263.29,7.31,16.29,90,90,0,1
2254,2254,12.7.2023, 012:26:28.00,4.52,37.439583,24.945517,-43.66,-8.47,56.93,259.02,264.91,5.89,15.05,90,90,0,1
2256,2256,12.7.2023, 012:26:29.00,4.41,37.439579,24.945505,-47.31,-7.25,56.93,261.29,263.05,1.76,14.1,90,90,0,1
2260,2260,12.7.2023, 012:26:30.00,4.44,37.439575,24.945492,-43.66,-8.47,59.29,259.02,265.76,6.74,12.86,90,90,0,1
2264,2264,12.7.2023, 012:26:31.00,4.63,37.439571,24.945478,-42.44,-9.69,56.93,257.14,268.13,10.99,11.63,96,96,0,1
2268,2268,12.7.2023, 012:26:32.00,4.37,37.439568,24.945465,-43.66,-6.03,58.11,262.13,271.05,8.91,10.4,90,90,0,1
2271,2271,12.7.2023, 012:26:33.00,4.46,37.439568,24.945452,-44.88,-7.25,55.76,260.82,270.0,9.18,9.2,96,96,0,1
2275,2275,12.7.2023, 012:26:34.00,4.56,37.439564,24.945436,-42.44,-7.25,59.29,260.31,272.77,12.47,7.85,96,96,0,1
2277,2277,12.7.2023, 012:26:35.00,4.54,37.43956,24.945423,-46.09,-3.59,56.93,265.54,279.53,13.99,6.83,96,96,0,1
2281,2281,12.7.2023, 012:26:36.00,4.41,37.439556,24.94541,-43.66,0.06,59.29,270.08,285.23,15.15,5.69,96,96,0,1
2284,2284,12.7.2023, 012:26:37.00,4.46,37.439556,24.945396,-42.44,-2.38,60.46,266.8,289.16,22.36,4.52,108,108,0,1
2288,2288,12.7.2023, 012:26:38.00,3.41,37.439552,24.945385,-46.09,3.72,58.11,274.61,299.79,25.18,3.65,108,108,0,1
2292,2292,12.7.2023, 012:26:39.00,3.87,37.439552,24.945374,-43.66,8.59,60.46,281.14,310.89,29.75,2.85,114,114,0,1
2296,2296,12.7.2023, 012:26:40.00,3.96,37.439552,24.945362,-42.44,19.56,60.46,294.75,326.99,32.24,2.04,114,114,0,0
2298,2298,12.7.2023, 012:26:43.00,3.13,37.439568,24.945332,-19.28,40.28,60.46,334.42,75.48,101.06,38.57,150,150,0,0
2302,2302,12.7.2023, 012:26:44.00,2.11,37.439571,24.945326,7.53,42.72,60.46,10.0,76.46,66.46,38.83,150,150,0,0
2306,2306,12.7.2023, 012:26:45.00,2.04,37.439575,24.945328,38.0,31.75,63.99,50.12,77.5,27.38,38.6,114,114,0,0
2310,2310,12.7.2023, 012:26:46.00,3.07,37.439579,24.945333,44.09,17.13,60.46,68.78,77.91,9.14,38.08,96,96,0,0
2314,2314,12.7.2023, 012:26:47.00,3.89,37.439583,24.945345,41.66,13.47,62.81,72.08,77.57,5.49,36.97,96,96,0,0
2317,2317,12.7.2023, 012:26:48.00,4.02,37.439583,24.945358,44.09,4.94,63.99,83.61,77.45,-6.16,35.79,90,90,0,0
2319,2319,12.7.2023, 012:26:49.00,4.24,37.439583,24.945372,46.53,0.06,62.81,89.92,76.71,-13.21,34.61,84,84,0,0
2323,2323,12.7.2023, 012:26:50.00,4.44,37.439579,24.945385,41.66,0.06,60.46,89.91,76.61,-13.3,33.67,84,84,0,0
2327,2327,12.7.2023, 012:26:51.00,4.11,37.439575,24.945396,42.88,1.28,59.29,88.29,75.22,-13.07,32.74,84,84,0,0
2331,2331,12.7.2023, 012:26:52.00,4.28,37.439571,24.94541,40.44,2.5,63.99,86.46,73.01,-13.45,31.68,84,84,0,0
2335,2335,12.7.2023, 012:26:53.00,4.41,37.439571,24.945423,40.44,6.16,62.81,81.34,72.69,-8.65,30.52,84,84,0,0
2339,2339,12.7.2023, 012:26:54.00,4.13,37.439568,24.945436,46.53,7.38,56.93,80.99,71.39,-9.6,29.75,84,84,0,0
2341,2341,12.7.2023, 012:26:55.00,4.06,37.439568,24.94545,41.66,3.72,61.64,84.9,70.62,-14.28,28.61,78,78,0,0
2345,2345,12.7.2023, 012:26:56.00,4.48,37.439564,24.945463,41.66,7.38,60.46,79.96,68.68,-11.28,27.61,84,84,0,0
2349,2349,12.7.2023, 012:26:57.00,3.98,37.439564,24.945477,46.53,8.59,59.29,79.54,67.35,-12.18,26.48,84,84,0,0
2353,2353,12.7.2023, 012:26:58.00,4.2,37.439564,24.94549,41.66,11.03,61.64,75.17,66.31,-8.86,25.37,84,84,0,0
2357,2357,12.7.2023, 012:26:59.00,4.24,37.43956,24.945503,39.22,11.03,60.46,74.29,64.77,-9.52,24.42,84,84,0,0
2361,2361,12.7.2023, 012:27:00.00,4.37,37.43956,24.945517,41.66,12.25,62.81,73.61,63.26,-10.35,23.46,84,84,0,0
2363,2363,12.7.2023, 012:27:01.00,4.11,37.43956,24.94553,44.09,12.25,59.29,74.47,62.31,-12.16,22.39,84,84,0,0
2367,2367,12.7.2023, 012:27:02.00,4.39,37.43956,24.945545,44.09,12.25,61.64,74.47,60.61,-13.86,21.19,78,78,0,0
2371,2371,12.7.2023, 012:27:03.00,4.15,37.43956,24.945559,44.09,15.91,60.46,70.16,58.94,-11.23,20.14,84,84,0,0
2375,2375,12.7.2023, 012:27:04.00,4.17,37.43956,24.945572,41.66,14.69,60.46,70.58,57.08,-13.5,19.11,78,78,0,0
2379,2379,12.7.2023, 012:27:05.00,4.11,37.43956,24.945585,41.66,20.78,61.64,63.49,54.53,-8.95,18.11,84,84,0,0
